provincia,partido,localidad,linkIndec,adsl,cablemodem,dialUp,fibraOptica,otros,satelital,wimax,wireless,totalGeneral
SAN JUAN,Angaco,Villa El Salvador - Villa Sefair,70014020,0,0,0,0,0,0,0,93,93
SAN JUAN,Angaco,Villa El Salvador,70014010,0,0,0,0,0,0,0,22,22
SAN JUAN,Calingasta,Barreal - Villa Pituil,70021010,0,0,1,0,0,0,0,1015,1016
SAN JUAN,Calingasta,Calingasta,70021020,0,0,0,350,0,0,0,441,791
SAN JUAN,Calingasta,Tamberías,70021030,0,0,1,0,0,0,0,227,228
SAN JUAN,Capital,San Juan,70028010,4776,18543,205,23612,2683,6,0,7050,56875
SAN JUAN,Caucete,Bermejo,70035010,0,0,0,0,0,1,0,0,1
SAN JUAN,Caucete,Caucete,70035020,871,0,0,5,2500,0,0,546,3922
SAN JUAN,Caucete,Vallecito,70035070,0,0,0,0,250,0,0,0,250
SAN JUAN,Caucete,Villa Independencia,70035080,0,0,0,0,0,0,0,12,12
SAN JUAN,Chimbas,Chimbas,70042010,1133,0,6,5850,0,0,0,2844,9833
SAN JUAN,Chimbas,Villa Paula Albarracin,70042010,0,0,0,0,0,0,0,83,83
SAN JUAN,Iglesia,Angualasto,70049010,0,0,0,18,0,1,0,42,61
SAN JUAN,Iglesia,Bella Vista,70049020,0,0,0,11,0,0,0,25,36
SAN JUAN,Iglesia,Iglesia,70049030,0,0,0,33,0,6,0,78,117
SAN JUAN,Iglesia,Las Flores,70049040,0,0,0,37,0,1,0,87,125
SAN JUAN,Iglesia,Pismanta,70049050,0,0,0,0,0,1,0,0,1
SAN JUAN,Iglesia,Rodeo,70049060,0,0,0,189,10,0,0,440,639
SAN JUAN,Iglesia,Tudcum,70049070,0,0,0,31,0,0,0,72,103
SAN JUAN,Jáchal,San Isidro,70056070,0,0,0,17,0,0,0,86,103
SAN JUAN,Jáchal,San José de Jáchal,70056080,0,0,0,635,0,1,0,1189,1825
SAN JUAN,Jáchal,Tamberías,70056090,0,0,0,11,0,0,0,69,80
SAN JUAN,Jáchal,Villa Mercedes,70056110,0,0,0,19,0,3,0,137,159
SAN JUAN,Jáchal,Gran China,70056020,0,0,0,0,0,0,0,32,32
SAN JUAN,Jáchal,Huaco,70056030,0,0,0,0,0,0,0,96,96
SAN JUAN,Jáchal,Pampa Vieja,70056060,0,0,0,2,0,0,0,61,63
SAN JUAN,Jáchal,Niquivil,70056050,0,0,0,11,0,0,0,25,36
SAN JUAN,OTROS,OTROS,Sin Datos,0,0,0,0,454,0,0,0,454
SAN JUAN,Pocito,Villa Aberastain - La Rinconada,70070040,451,0,1,193,0,1,0,536,1182
SAN JUAN,Pocito,Villa Barbosa - Villa Nacusi,70070050,0,0,0,0,0,0,0,42,42
SAN JUAN,Pocito,Quinto Cuartel,70070030,0,0,0,0,0,0,0,97,97
SAN JUAN,Pocito,Villa Aberastain,70070010,0,0,0,0,0,0,0,26,26
SAN JUAN,Rawson,Rawson,70077010,1755,0,12,11462,0,1,0,1269,14499
SAN JUAN,Rawson,Villa Krause,70077020,0,0,0,0,0,0,0,271,271
SAN JUAN,Rawson,El Medanito,70077010,0,0,0,0,0,0,0,32,32
SAN JUAN,Rawson,Villa Bolaños,70077020,0,0,0,0,0,0,0,185,185
SAN JUAN,Rivadavia,Rivadavia,70084010,1511,0,9,856,3,1,0,1714,4094
SAN JUAN,San Martín,San Isidro (Est. Los Angacos),70091030,1,0,0,0,0,0,0,0,1
SAN JUAN,San Martín,Villa San Martín,70091070,0,0,0,14,210,1,0,72,297
SAN JUAN,San Martín,Villa Don Bosco (Est. Angaco Sud),70091060,0,0,0,3,0,0,0,71,74
SAN JUAN,San Martín,Dos Acequias (Est. Los Angacos),70091020,0,0,0,0,0,0,0,23,23
SAN JUAN,Santa Lucía,Santa Lucía,70098010,1841,0,8,1345,4,0,0,2347,5545
SAN JUAN,Santa Lucía,Alto de Sierra,70098010,0,0,0,0,0,0,0,88,88
SAN JUAN,Sarmiento,Cañada Honda,70105010,0,0,0,1,0,2,0,0,3
SAN JUAN,Sarmiento,Cienaguita,70105020,0,0,0,1,0,0,0,0,1
SAN JUAN,Sarmiento,Las Lagunas,70105060,0,0,0,0,0,1,0,0,1
SAN JUAN,Sarmiento,Los Berros,70105070,0,0,0,2,0,0,0,53,55
SAN JUAN,Sarmiento,Villa Media Agua,70105100,0,0,0,44,0,0,0,258,302
SAN JUAN,Ullum,Villa Ibáñez,70112010,0,0,1,0,0,0,0,411,412
SAN JUAN,Valle Fértil,Astica,70119010,0,0,0,0,0,0,0,30,30
SAN JUAN,Valle Fértil,OTROS,Sin Datos,0,0,0,0,190,0,0,0,190
SAN JUAN,Valle Fértil,Villa San Agustín,70119060,0,0,0,1,0,3,0,260,264
SAN JUAN,Zonda,Villa Basilio Nievas,70133010,0,0,0,0,0,0,0,386,386
San Luis,Ayacucho,Candelaria,74007010,0,0,0,372,0,0,0,885,1257
San Luis,Ayacucho,La Majada,74007010,0,0,0,0,0,0,0,212,212
San Luis,Ayacucho,Leandro N. Alem,74007030,0,0,0,0,0,0,0,11,11
San Luis,Ayacucho,Luján,74007040,0,0,0,0,0,0,0,1194,1194
San Luis,Ayacucho,OTROS,Sin Datos,0,0,0,0,0,3,0,0,3
San Luis,Ayacucho,Quines,74007050,0,0,0,0,0,1,0,1371,1372
San Luis,Ayacucho,Río Juan Gómez,74007010,0,0,0,0,0,0,0,59,59
San Luis,Ayacucho,San Francisco del Monte de Oro,74007070,0,0,0,0,0,0,0,1715,1715
San Luis,Ayacucho,Pampa Grande,74007010,0,0,0,2,0,0,0,0,2
San Luis,Ayacucho,Lomas Blancas,74007010,0,0,0,0,0,0,0,34,34
San Luis,Belgrano,La Calera,74014010,0,0,0,69,0,0,0,318,387
San Luis,Belgrano,Los Molles,74014010,0,0,0,0,0,0,0,228,228
San Luis,Belgrano,Nogolí,74014020,0,0,0,149,0,0,0,613,762
San Luis,Belgrano,San Pedro,74014040,0,0,0,0,0,0,0,19,19
San Luis,Belgrano,Villa de la Quebrada,74014030,0,0,0,157,0,0,0,659,816
San Luis,Belgrano,Villa General Roca,74014040,0,0,0,23,0,0,0,119,142
San Luis,Chacabuco,Concarán,74028010,0,0,0,0,0,2,0,1887,1889
San Luis,Chacabuco,Cortaderas,74028020,0,0,0,198,0,0,0,1062,1260
San Luis,Chacabuco,Naschel,74028030,0,0,0,0,0,0,0,1135,1135
San Luis,Chacabuco,Papagayos,74028040,0,0,0,0,0,0,0,53,53
San Luis,Chacabuco,Renca,74028050,0,0,0,0,0,0,0,149,149
San Luis,Chacabuco,San Pablo,74028060,0,0,0,0,0,0,0,89,89
San Luis,Chacabuco,Tilisarao,74028070,0,0,0,0,0,0,0,1662,1662
San Luis,Chacabuco,Villa del Carmen,74028080,0,0,0,108,0,0,0,394,502
San Luis,Chacabuco,Villa Larca,74028090,0,0,0,110,0,0,0,580,690
San Luis,Chacabuco,El Algarrobal,74028020,0,0,0,3,0,0,0,0,3
San Luis,Coronel Pringles,Carolina,74021010,0,0,0,0,0,0,0,429,429
San Luis,Coronel Pringles,El Trapiche,74021020,0,0,0,343,0,0,0,1787,2130
San Luis,Coronel Pringles,Fraga,74021030,0,0,0,160,0,0,0,498,658
San Luis,Coronel Pringles,La Bajada,74021040,0,0,0,0,0,0,0,109,109
San Luis,Coronel Pringles,La Florida,74021050,0,0,0,16,0,0,0,363,379
San Luis,Coronel Pringles,La Toma,74021060,100,0,0,751,0,0,0,2291,3142
San Luis,Coronel Pringles,OTROS,Sin Datos,0,0,0,0,0,27,0,0,27
San Luis,Coronel Pringles,Río Grande,74021080,0,0,0,0,0,0,0,227,227
San Luis,Coronel Pringles,Saladillo,74021090,0,0,0,33,0,0,0,105,138
San Luis,Coronel Pringles,El Durazno,74021060,0,0,0,0,0,0,0,65,65
San Luis,General Pedernera,Juan Jorba,74035010,0,0,0,13,0,0,0,122,135
San Luis,General Pedernera,Juan Llerena,74035020,0,0,0,0,0,0,0,117,117
San Luis,General Pedernera,Justo Daract,74035030,80,0,4,487,0,0,0,1906,2477
San Luis,General Pedernera,La Punilla,74035040,0,0,0,33,0,0,0,129,162
San Luis,General Pedernera,Lavaisse,74035050,0,0,0,0,0,0,0,53,53
San Luis,General Pedernera,San José del Morro,74035060,0,0,0,0,0,0,0,233,233
San Luis,General Pedernera,Villa Mercedes,74035070,934,22533,76,10607,0,0,0,11510,45660
San Luis,General Pedernera,Villa Salles,74035090,0,0,0,0,0,0,0,22,22
San Luis,General Pedernera,La Angelina,74035040,0,0,0,0,0,0,0,17,17
San Luis,Gobernador Dupuy,Anchorena,74042010,0,0,1,0,0,0,0,237,238
San Luis,Gobernador Dupuy,Arizona,74042020,0,0,2,0,0,0,0,324,326
San Luis,Gobernador Dupuy,Bagual,74042030,0,0,0,0,0,0,0,192,192
San Luis,Gobernador Dupuy,Batavia,74042040,0,0,0,0,0,4,0,170,174
San Luis,Gobernador Dupuy,Buena Esperanza,74042050,0,0,1,0,0,1,0,1205,1207
San Luis,Gobernador Dupuy,Fortín El Patria,74042060,0,0,0,0,0,0,0,162,162
San Luis,Gobernador Dupuy,Fortuna,74042070,0,0,0,101,0,0,0,233,334
San Luis,Gobernador Dupuy,La Maroma,74042080,0,0,0,0,0,1,0,0,1
San Luis,Gobernador Dupuy,Martín de Loyola,74042100,0,0,0,0,0,3,0,38,41
San Luis,Gobernador Dupuy,Nahuel Mapá,74042110,0,0,0,0,0,0,0,30,30
San Luis,Gobernador Dupuy,Navia,74042120,0,0,0,0,0,3,0,123,126
San Luis,Gobernador Dupuy,Nueva Galia,74042130,0,0,0,159,0,0,0,517,676
San Luis,Gobernador Dupuy,Unión,74042140,0,0,0,0,0,0,0,845,845
San Luis,Junín,Carpinteria,74049010,149,10,0,261,0,0,0,939,1359
San Luis,Junín,Cerro de Oro,74049020,13,14,0,112,0,0,0,267,406
San Luis,Junín,Lafinur,74049030,0,0,0,0,0,0,0,96,96
San Luis,Junín,Los Cajones,74049040,0,0,0,0,0,0,0,194,194
San Luis,Junín,Los Molles,74049050,0,0,0,145,0,0,0,575,720
San Luis,Junín,Merlo,74049060,722,62,0,3931,0,0,0,5092,9807
San Luis,Junín,Santa Rosa del Conlara,74049070,142,0,0,841,0,0,0,1981,2964
San Luis,Junín,Talita,74049080,0,0,0,0,0,2,0,102,104
San Luis,La Capital,Alto Pelado,74056010,0,0,0,0,0,0,0,192,192
San Luis,La Capital,Alto Pencoso,74056020,0,0,0,1,0,0,0,97,98
San Luis,La Capital,Balde,74056030,0,0,0,131,0,5,0,213,349
San Luis,La Capital,Beazley,74056040,0,0,0,0,0,0,0,226,226
San Luis,La Capital,Cazador,74056050,0,0,0,0,0,0,0,33,33
San Luis,La Capital,Chosmes,74056060,0,0,0,0,0,0,0,15,15
San Luis,La Capital,Desaguadero,74056070,0,0,0,1,0,0,0,70,71
San Luis,La Capital,El Volcán,74056080,0,28,0,320,0,0,0,1234,1582
San Luis,La Capital,Jarilla,74056090,0,0,0,0,0,0,0,33,33
San Luis,La Capital,Juana Koslay,74056100,128,0,2,471,0,0,0,3493,4094
San Luis,La Capital,Potrero de los Funes,74056120,0,0,0,0,0,0,0,4171,4171
San Luis,La Capital,Salinas del Bebedero,74056130,0,0,0,0,0,0,0,26,26
San Luis,La Capital,San Jerónimo,74056140,0,0,0,112,0,0,0,166,278
San Luis,La Capital,San Luis,74056150,1769,17307,78,10533,0,4,0,19906,49597
San Luis,La Capital,Zanjitas,74056160,0,0,0,0,0,0,0,119,119
San Luis,La Capital,La Punta,74056105,0,1306,0,630,0,0,0,0,1936
San Luis,La Capital,Las Barrancas,74056070,0,0,0,0,0,0,0,24,24
San Luis,La Capital,Varela,74056140,0,0,0,0,0,0,0,13,13
San Luis,Libertador Grl. San Martín,La Ramada,74063020,0,0,0,0,0,0,0,19,19
San Luis,Libertador Grl. San Martín,La Vertiente,74063010,0,0,0,0,0,2,0,68,70
San Luis,Libertador Grl. San Martín,Las Aguadas,74063020,0,0,0,0,0,0,0,63,63
San Luis,Libertador Grl. San Martín,Las Chacras,74063030,0,0,0,0,0,5,0,72,77
San Luis,Libertador Grl. San Martín,Las Lagunas,74063040,0,0,0,0,0,0,0,45,45
San Luis,Libertador Grl. San Martín,Paso Grande,74063050,0,0,0,42,0,0,0,250,292
San Luis,Libertador Grl. San Martín,Potrerillo,74063060,0,0,0,0,0,0,0,69,69
San Luis,Libertador Grl. San Martín,San Martín,74063070,1,0,1,92,0,0,0,349,443
San Luis,Libertador Grl. San Martín,Villa de Praga,74063080,0,0,0,22,0,1,0,235,258
San Luis,Libertador Grl. San Martín,El Puesto,74063050,0,0,0,0,0,0,0,0,0
San Luis,OTROS,OTROS,Sin Datos,0,0,0,0,70,0,0,0,70
SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,78007010,530,440,2,1508,1,1,0,372,2854
SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,78007020,565,0,4,1310,1,2,0,140,2022
SANTA CRUZ,Deseado,Caleta Olivia,78014010,0,0,0,5405,1,6,0,460,5872
SANTA CRUZ,Deseado,Cañadón Seco,78014020,0,0,0,2,0,2,0,118,122
SANTA CRUZ,Deseado,Jaramillo,78014040,0,0,0,0,0,1,0,0,1
SANTA CRUZ,Deseado,Las Heras,78014060,0,0,0,5096,1,1,0,1168,6266
SANTA CRUZ,Deseado,Pico Truncado,78014070,0,0,0,2168,1,1,0,1276,3446
SANTA CRUZ,Deseado,Puerto Deseado,78014080,1437,0,8,0,1,7,0,0,1453
SANTA CRUZ,Güer Aike,28 de Noviembre,78021060,0,0,0,10,6,1,0,195,212
SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,0,0,0,0,0,2,0,0,2
SANTA CRUZ,Güer Aike,Río Gallegos,78021040,2753,10285,164,23387,287,13,0,3544,40433
SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,78021070,274,0,0,0,1,1,0,0,276
SANTA CRUZ,Lago Argentino,El Calafate,78028010,1519,0,0,6234,2,7,0,357,8119
SANTA CRUZ,Lago Argentino,El Chaltén,78028020,0,0,0,420,0,1,0,2,423
SANTA CRUZ,Lago Argentino,Tres Lagos,78028030,0,0,0,121,0,3,0,1,125
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,78035010,0,0,2,0,1,3,0,30,36
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,78035020,0,2600,6,652,101,4,0,13,3376
SANTA CRUZ,Magallanes,Puerto San Julián,78042010,690,1110,1,3073,1,7,0,114,4996
SANTA CRUZ,Río Chico,Bajo Caracoles,78049010,0,0,0,0,0,1,0,0,1
SANTA CRUZ,Río Chico,Gobernador Gregores,78049020,0,0,0,159,1,4,0,9,173
SANTA FE,9 de Julio,Esteban Rams,82077010,0,0,0,0,0,2,0,35,37
SANTA FE,9 de Julio,Gato Colorado,82077020,0,0,0,0,0,4,0,0,4
SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),82077030,0,0,0,0,0,3,0,144,147
SANTA FE,9 de Julio,Logroño,82077040,1,0,0,0,0,0,0,47,48
SANTA FE,9 de Julio,Montefiore,82077050,0,0,0,0,0,1,0,17,18
SANTA FE,9 de Julio,Pozo Borrado,82077060,0,0,0,0,0,0,0,127,127
SANTA FE,9 de Julio,San Bernardo,82077065,0,0,0,0,0,0,0,109,109
SANTA FE,9 de Julio,Santa Margarita,82077070,0,0,0,0,0,5,0,96,101
SANTA FE,9 de Julio,Tostado,82077080,1328,6,0,0,0,2,0,1752,3088
SANTA FE,9 de Julio,Villa Minetti,82077090,0,0,0,0,0,5,0,264,269
SANTA FE,Belgrano,Armstrong,82007010,299,0,0,152,0,0,0,403,854
SANTA FE,Belgrano,Bouquet,82007020,406,0,0,144,0,0,0,1,551
SANTA FE,Belgrano,Las Parejas,82007030,325,0,0,2462,0,0,0,124,2911
SANTA FE,Belgrano,Las Rosas,82007040,1006,2040,0,1110,0,0,0,51,4207
SANTA FE,Belgrano,Montes de Oca,82007050,585,0,0,615,168,1,0,61,1430
SANTA FE,Belgrano,Tortugas,82007060,136,528,0,0,0,1,0,0,665
SANTA FE,Caseros,Arequito,82014010,39,2241,0,0,0,0,0,8,2288
SANTA FE,Caseros,Arteaga,82014020,44,868,0,0,0,0,0,83,995
SANTA FE,Caseros,Beravebú,82014030,0,0,0,0,0,0,0,360,360
SANTA FE,Caseros,Bigand,82014040,408,1255,0,0,0,0,0,19,1682
SANTA FE,Caseros,Casilda,82014050,2232,2154,0,4807,0,0,0,1915,11108
SANTA FE,Caseros,Chabás,82014060,1045,0,0,620,0,0,0,32,1697
SANTA FE,Caseros,Chañar Ladeado,82014070,37,522,0,862,0,0,0,0,1421
SANTA FE,Caseros,Gödeken,82014080,0,531,0,1,0,0,0,0,532
SANTA FE,Caseros,Los Molinos,82014090,18,507,0,0,0,0,0,8,533
SANTA FE,Caseros,Los Nogales,82014100,0,44,0,0,0,0,0,0,44
SANTA FE,Caseros,Los Quirquinchos,82014110,0,0,0,0,3,0,0,828,831
SANTA FE,Caseros,San José de la Esquina,82014120,68,1976,0,0,0,0,0,2,2046
SANTA FE,Caseros,Sanford,82014130,12,0,0,499,0,0,0,0,511
SANTA FE,Caseros,Villada,82014140,69,1,0,0,0,0,0,4,74
SANTA FE,Castellanos,Aldao (Est. Casablanca),82021010,21,0,0,620,0,0,0,53,694
SANTA FE,Castellanos,Angélica,82021020,251,0,0,356,0,0,0,6,613
SANTA FE,Castellanos,Ataliva,82021030,9,10,0,413,0,0,0,202,634
SANTA FE,Castellanos,Aurelia,82021040,0,0,0,0,0,0,0,4,4
SANTA FE,Castellanos,Bauer y Sigel,82021060,0,0,0,0,0,0,0,0,0
SANTA FE,Castellanos,Bella Italia,82021070,21,316,0,2,0,0,0,4,343
SANTA FE,Castellanos,Castellanos,82021080,0,1,0,0,0,0,0,5,6
SANTA FE,Castellanos,Colonia Bicha,82021090,72,0,0,72,0,0,0,47,191
SANTA FE,Castellanos,Colonia Cello,82021100,0,0,0,0,0,0,0,29,29
SANTA FE,Castellanos,Colonia Margarita,82021110,0,13,0,0,0,0,0,2,15
SANTA FE,Castellanos,Colonia Raquel,82021120,31,0,0,31,0,0,0,60,122
SANTA FE,Castellanos,Coronel Fraga,82021130,0,0,0,0,0,0,0,49,49
SANTA FE,Castellanos,Esmeralda,82021150,0,82,0,0,0,0,0,0,82
SANTA FE,Castellanos,Estación Clucellas,82021160,0,179,0,0,0,0,0,4,183
SANTA FE,Castellanos,Estación Saguier,82021170,0,11,0,0,0,0,0,3,14
SANTA FE,Castellanos,Eusebia y Carolina,82021180,27,0,0,190,0,0,0,41,258
SANTA FE,Castellanos,Eustolia,82021190,0,0,0,0,0,0,0,4,4
SANTA FE,Castellanos,Humberto Primo,82021220,174,50,0,49,0,0,0,268,541
SANTA FE,Castellanos,Josefina,82021230,16,77,0,0,0,0,0,1,94
SANTA FE,Castellanos,Lehmann,82021240,163,342,0,152,0,0,0,0,657
SANTA FE,Castellanos,María Juana,82021250,561,0,0,987,0,0,0,145,1693
SANTA FE,Castellanos,Plaza Clucellas,82021270,35,283,0,0,0,0,0,0,318
SANTA FE,Castellanos,Plaza Saguier,82021280,0,51,0,0,0,0,0,0,51
SANTA FE,Castellanos,Presidente Roca,82021290,0,137,0,1,0,0,0,5,143
SANTA FE,Castellanos,Pueblo Marini,82021300,0,0,0,0,0,0,0,11,11
SANTA FE,Castellanos,Rafaela,82021310,2032,23017,0,4241,6,2,0,1497,30795
SANTA FE,Castellanos,Ramona,82021320,1,0,0,0,0,0,0,327,328
SANTA FE,Castellanos,San Antonio,82021330,0,10,0,0,0,0,0,59,69
SANTA FE,Castellanos,San Vicente,82021340,770,1431,0,0,0,0,0,42,2243
SANTA FE,Castellanos,Santa Clara de Saguier,82021350,12,107,0,0,0,0,0,218,337
SANTA FE,Castellanos,Sunchales,82021360,739,21,1,6676,0,0,0,102,7539
SANTA FE,Castellanos,Susana,82021370,0,0,0,374,0,0,0,78,452
SANTA FE,Castellanos,Tacural,82021380,437,0,0,494,0,0,0,124,1055
SANTA FE,Castellanos,Vila,82021390,419,0,0,0,0,0,0,0,419
SANTA FE,Castellanos,Villa San José,82021410,0,53,0,0,0,0,0,31,84
SANTA FE,Castellanos,Virginia,82021420,0,0,0,0,0,0,0,7,7
SANTA FE,Castellanos,Zenón Pereyra,82021430,0,53,0,0,0,0,0,0,53
SANTA FE,Castellanos,Frontera,82021200,0,0,0,62,0,0,0,0,62
SANTA FE,Constitución,Alcorta,82028010,191,1338,0,477,0,0,0,530,2536
SANTA FE,Constitución,Bombal,82028040,245,132,0,626,0,0,0,8,1011
SANTA FE,Constitución,Empalme Villa Constitución,82028070,304,0,0,0,0,0,0,0,304
SANTA FE,Constitución,Godoy,82028100,0,0,0,0,0,0,0,152,152
SANTA FE,Constitución,Juan B. Molina,82028110,350,0,0,243,4,0,0,1,598
SANTA FE,Constitución,Juncal,82028120,256,0,0,1,0,0,0,37,294
SANTA FE,Constitución,La Vanguardia,82028130,0,0,0,114,0,0,0,0,114
SANTA FE,Constitución,Máximo Paz (Est. Paz),82028140,109,52,0,1,0,0,0,137,299
SANTA FE,Constitución,Pavón,82028150,59,0,0,0,0,0,0,0,59
SANTA FE,Constitución,Pavón Arriba,82028160,0,75,0,471,0,0,0,29,575
SANTA FE,Constitución,Rueda,82028180,0,0,0,0,0,0,0,72,72
SANTA FE,Constitución,Santa Teresa,82028190,10,56,0,575,0,0,0,90,731
SANTA FE,Constitución,Sargento Cabral,82028200,0,0,0,363,0,0,0,102,465
SANTA FE,Constitución,Villa Constitución,82028230,1285,2185,0,4859,0,0,0,444,8773
SANTA FE,Constitución,Peyrano,82028170,0,793,0,0,0,0,0,0,793
SANTA FE,Constitución,Cepeda,82028060,0,0,0,0,0,0,0,4,4
SANTA FE,Constitución,General Gelly,82028090,189,0,0,0,0,0,0,4,193
SANTA FE,Constitución,Stephenson,82028210,0,0,0,8,0,0,0,0,8
SANTA FE,Garay,Cayastá,82035010,0,0,0,0,0,0,0,449,449
SANTA FE,Garay,Helvecia,82035020,0,440,0,0,0,0,0,230,670
SANTA FE,Garay,Saladero Mariano Cabal,82035040,0,0,0,0,0,0,0,64,64
SANTA FE,Garay,Santa Rosa de Calchines,82035050,62,941,0,0,0,0,0,0,1003
SANTA FE,Garay,Los Zapallos,82035030,0,67,0,0,67,0,0,0,134
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),82042010,0,0,0,0,0,0,0,36,36
SANTA FE,General López,Amenábar,82042020,127,0,0,0,0,0,0,101,228
SANTA FE,General López,Cafferata,82042030,246,0,0,1,0,0,0,0,247
SANTA FE,General López,Cañada del Ucle,82042040,214,0,0,53,0,0,0,0,267
SANTA FE,General López,Carmen,82042050,0,0,0,0,40,0,0,101,141
SANTA FE,General López,Carreras,82042060,0,1,0,0,0,0,0,279,280
SANTA FE,General López,Chapuy,82042070,0,1,0,0,0,0,0,0,1
SANTA FE,General López,Chovet,82042080,0,1,0,0,0,1,0,0,2
SANTA FE,General López,Christophersen,82042090,0,0,0,15,0,0,0,78,93
SANTA FE,General López,Diego de Alvear,82042100,206,0,0,64,0,0,0,108,378
SANTA FE,General López,Elortondo,82042110,442,1290,0,0,0,0,0,91,1823
SANTA FE,General López,Firmat,82042120,67,1327,0,3780,0,0,0,2,5176
SANTA FE,General López,Hughes,82042130,0,0,0,1423,0,0,0,6,1429
SANTA FE,General López,La Chispa,82042140,0,0,0,0,0,0,0,71,71
SANTA FE,General López,Maggiolo,82042170,78,0,0,0,1,0,0,50,129
SANTA FE,General López,María Teresa,82042180,11,1042,0,50,1,0,0,30,1134
SANTA FE,General López,Melincué (Est. San Urbano),82042190,0,0,0,0,0,0,0,203,203
SANTA FE,General López,Miguel Torres,82042200,0,1,0,0,0,0,0,0,1
SANTA FE,General López,Murphy,82042210,0,0,0,717,0,0,0,0,717
SANTA FE,General López,Rufino,82042220,353,6,0,7260,0,0,0,0,7619
SANTA FE,General López,San Eduardo,82042230,134,0,0,196,0,0,0,0,330
SANTA FE,General López,San Francisco de Santa Fe,82042240,0,0,0,45,0,1,0,0,46
SANTA FE,General López,San Gregorio,82042250,43,0,0,1013,0,0,0,118,1174
SANTA FE,General López,Sancti Spiritu,82042260,185,0,0,382,0,1,0,564,1132
SANTA FE,General López,Santa Isabel,82042270,106,0,0,1336,0,1,0,0,1443
SANTA FE,General López,Teodelina,82042280,0,935,0,0,0,0,0,167,1102
SANTA FE,General López,Venado Tuerto,82042290,989,23121,0,1772,380,0,0,5,26267
SANTA FE,General López,Villa Cañás,82042300,379,1195,0,1365,4,0,0,124,3067
SANTA FE,General López,Wheelwright,82042310,0,1433,0,1,0,1,0,11,1446
SANTA FE,General López,Labordeboy,82042150,217,0,0,0,0,0,0,0,217
SANTA FE,General Obligado,Avellaneda (Est. Ewald),82049020,2,0,0,3953,750,0,0,1141,5846
SANTA FE,General Obligado,Berna,82049030,0,0,0,0,10,0,0,48,58
SANTA FE,General Obligado,El Araza,82049040,0,0,0,0,0,0,0,126,126
SANTA FE,General Obligado,El Rabón,82049050,0,65,0,0,0,1,0,116,182
SANTA FE,General Obligado,Florencia,82049060,236,136,0,0,0,1,0,184,557
SANTA FE,General Obligado,Guadalupe Norte,82049070,73,0,0,0,0,0,0,0,73
SANTA FE,General Obligado,Ingeniero Chanourdie,82049080,0,0,0,0,0,1,0,85,86
SANTA FE,General Obligado,La Isleta,82049090,0,0,0,0,0,1,0,0,1
SANTA FE,General Obligado,La Sarita,82049100,0,0,0,0,0,0,0,85,85
SANTA FE,General Obligado,Las Garzas,82049120,76,0,0,0,0,0,0,0,76
SANTA FE,General Obligado,Las Toscas,82049130,455,1045,0,255,0,1,0,521,2277
SANTA FE,General Obligado,Los Laureles,82049140,0,0,0,0,20,0,0,0,20
SANTA FE,General Obligado,Malabrigo,82049150,608,924,0,0,160,0,0,91,1783
SANTA FE,General Obligado,Paraje San Manuel,82049160,0,0,0,0,0,1,0,0,1
SANTA FE,General Obligado,Reconquista,82049180,465,14072,1,8366,800,2,0,2839,26545
SANTA FE,General Obligado,San Antonio de Obligado,82049190,122,132,0,0,0,6,0,5,265
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),82049200,92,115,0,0,0,0,0,3,210
SANTA FE,General Obligado,Villa Ana,82049210,0,0,0,0,0,1,0,0,1
SANTA FE,General Obligado,Villa Guillermina,82049220,163,173,0,0,0,1,0,123,460
SANTA FE,General Obligado,Villa Ocampo,82049230,2009,1807,0,0,0,1,0,0,3817
SANTA FE,General Obligado,Lanteri,82049110,0,0,0,0,0,0,0,300,300
SANTA FE,General Obligado,Arroyo Ceibal,82049010,0,0,0,0,0,0,0,108,108
SANTA FE,Iriondo,Barrio Cicarelli,82056010,0,0,0,0,0,0,0,9,9
SANTA FE,Iriondo,Bustinza,82056020,287,0,0,6,0,0,0,90,383
SANTA FE,Iriondo,Cañada de Gómez,82056030,1211,7780,0,342,0,0,0,411,9744
SANTA FE,Iriondo,Carrizales (Est. Clarke),82056040,274,17,0,1,0,0,0,0,292
SANTA FE,Iriondo,Classon,82056050,0,0,0,147,0,0,0,21,168
SANTA FE,Iriondo,Colonia Médici,82056060,0,0,0,0,0,0,0,12,12
SANTA FE,Iriondo,Correa,82056070,80,991,0,722,0,0,0,35,1828
SANTA FE,Iriondo,Larguía,82056080,0,0,0,0,0,0,0,7,7
SANTA FE,Iriondo,Lucio V. López,82056090,0,5,0,0,0,0,0,31,36
SANTA FE,Iriondo,Oliveros,82056100,2000,0,0,1360,0,0,0,0,3360
SANTA FE,Iriondo,Pueblo Andino,82056110,0,853,0,0,0,0,0,414,1267
